prod_no,fix_time,a_speed,b_speed,separation,s_separation,rate_terms,mpa,load_time,highpressure_time,c_thickness
45231-3B400,81.7,0.667,1.587,180.8,710.8,92,26.3,20.2,66,29.3
45231-3B400,81.8,0.472,1.589,188,710.6,93,29.7,20.2,66,32.1
45231-3B400,81.3,0.469,1.589,188,710.6,92,29.7,20.2,66,32.1
45231-3B400,81.6,0.473,1.589,188,710.6,92,29.7,20.2,66,27.8
45231-3B400,79.7,0.471,1.589,188,710.6,92,29.6,22.2,66,27
45231-3B400,81.2,0.665,1.589,188,710.6,93,76,20.2,66,22.3
45231-3B400,81.3,0.661,1.587,187.4,710.7,94,75.8,20.2,68,22.8
45231-3B400,81.2,0.668,1.586,186.8,711.3,93,75.9,20.2,67,22.8
45231-3B400,81.2,0.661,1.591,187.9,710.2,93,75.9,20.2,69,22.8
45231-3B400,81.2,0.668,1.583,186.4,710.4,93,76,20.2,69,24.1
45231-3B400,81.2,0.663,1.581,187.1,710.7,93,75.9,20.2,68,23.1
45231-3B400,81.2,0.664,1.584,188.6,710.3,93,76,20.2,73,22
45231-3B400,81.3,0.67,1.579,187.6,711.3,93,76,20.2,67,22
45231-3B400,81.2,0.665,1.578,186.1,711.5,93,76,20.2,68,23.3
45231-3B400,81.2,0.671,1.589,189.6,710.4,93,76,20.2,67,20.9
45231-3B400,81.2,0.675,1.575,187.5,711.8,93,76,20.2,75,21.6
45231-3B400,81.2,0.667,1.575,188.1,711.2,94,76,20.2,75,21.6
45231-3B400,81.3,0.654,1.574,187.7,710.9,94,76,20.2,70,22.3
45231-3B400,81.3,0.67,1.582,187.8,710.7,94,76,20.2,67,22.4
45231-3B400,81.2,0.667,1.574,187.8,711.3,93,76,20.2,67,21.8
45231-3B400,81.1,0.681,1.588,187.3,712,93,76,20.2,70,21.6
45231-3B400,81.1,0.66,1.588,188.7,710.9,93,76,20.2,71,21.3
45231-3B400,81.1,0.679,1.576,187.8,711.8,93,76,20.2,67,21.3
45231-3B400,81.1,0.673,1.563,187.9,711.7,93,76,20.2,71,21.3
45231-3B400,81,0.671,1.568,188.2,711.4,93,76,20.2,68,21.3
45231-3B400,81,0.667,1.578,187,711.3,93,76,20.2,67,22.6
45231-3B400,81.1,0.663,1.576,187.2,710.9,93,76,20.2,67,22.8
45231-3B400,81,0.682,1.567,187,712.1,93,76,20.2,68,21.8
45231-3B400,81.2,0.661,1.572,186,711.6,93,76,20.2,68,23.3
45231-3B400,81,0.669,1.581,186.3,712.1,93,76,20.2,72,22.5
45231-3B400,81.2,0.656,1.585,188.1,710.7,93,76,20.2,70,22.1
45231-3B400,81,0.673,1.594,186.6,710.8,93,76,20.2,70,23.5
45231-3B400,81.2,0.673,1.581,187.1,711.1,93,76,20.2,72,22.7
45231-3B400,81,0.672,1.586,188,710.6,94,76,20.2,73,22.3
45231-3B400,80.8,0.664,1.582,187,711.3,94,76,20.2,72,22.6
45231-3B400,81.1,0.67,1.592,186.5,710.8,93,76,20.2,70,23.6
45231-3B400,80.6,0.678,1.604,185.8,712.2,93,76,20.2,72,22.9
45231-3B400,80.6,0.663,1.592,186.9,711.4,94,75.9,20.2,71,22.6
45231-3B400,81.1,0.663,1.582,187.8,710.3,93,76,20.2,70,22.8
45231-3B400,81.1,0.662,1.588,188.4,711.2,93,75.9,20.2,76,21.3
45231-3B400,81.3,0.672,1.595,187.6,710.7,94,76,20.2,74,22.6
45231-3B400,81.2,0.663,1.589,188,710.4,92,75.9,20.2,72,22.5
45231-3B400,81.2,0.674,1.591,187.5,711.8,93,76,20.2,70,21.6
45231-3B400,81.2,0.67,1.612,187.9,710.6,93,76,20.2,70,22.4
45231-3B400,81.1,0.66,1.597,188.8,710.1,93,76,20.2,80,22
45231-3B400,81.1,0.663,1.575,187,711.4,93,76,20.2,74,22.5
45231-3B400,81.2,0.67,1.599,189.4,710.9,93,76,20.2,74,20.6
45231-3B400,81.2,0.662,1.615,187.9,710.8,93,76,20.2,75,22.2
45231-3B400,81.6,0.667,1.639,190.4,710.4,92,76,20.2,75,20.1
45231-3B400,106.1,0.668,1.596,192.4,710.9,93,75.4,22.2,78,17.6
45231-3B400,81.2,0.657,1.624,187.7,710.7,93,76.1,20.2,70,22.5
45231-3B400,81.1,0.67,1.622,187.5,710,93,76,20.2,73,23.4
45231-3B400,81.1,0.658,1.634,186.8,710.4,93,76,20.2,70,23.7
45231-3B400,81.2,0.668,1.626,187.4,710,93,76,20.2,72,23.5
45231-3B400,81.1,0.663,1.625,187.6,710.3,93,76,20.2,73,23
45231-3B400,81.1,0.669,1.624,187.2,710.2,94,76,20.2,69,23.5
45231-3B400,81.2,0.661,1.629,187.2,710.4,93,76,20.2,70,23.3
45231-3B400,81.1,0.668,1.628,185.8,710.6,93,76.1,20.2,72,24.5
45231-3B400,81.2,0.671,1.643,187.6,710.3,93,76,20.2,77,23
45231-3B400,81.2,0.668,1.638,187.4,709.9,93,76.1,20.2,74,23.6
45231-3B400,81,0.657,1.636,187.5,710.1,93,76.1,20.2,75,23.3
45231-3B400,81,0.661,1.647,186.4,710.1,92,76,20.2,68,24.4
45231-3B400,81.1,0.675,1.632,185.2,710.6,93,76,20.2,70,25.1
45231-3B400,81.2,0.675,1.64,186.2,710.4,93,76.1,20.2,68,24.3
45231-3B400,81.1,0.665,1.652,185.4,710,93,76,20.2,67,25.5
45231-3B400,81.1,0.654,1.661,186.2,709.9,93,76.1,20.2,72,24.8
45231-3B400,81.2,0.672,1.655,186.1,710.2,93,76,20.2,68,24.6
45231-3B400,81.2,0.668,1.658,185.8,710.5,93,76,20.2,69,24.6
45231-3B400,81.2,0.651,1.657,185.1,710.3,93,76,20.2,69,25.5
45231-3B400,81.1,0.654,1.662,187.3,709.3,93,76,20.2,69,24.3
45231-3B400,81.2,0.651,1.643,187.8,709.4,93,76,20.2,68,23.7
45231-3B400,81.1,0.662,1.675,188.1,709.3,92,76.2,20.2,74,23.5
45231-3B400,81.1,0.667,1.69,186.9,709.8,93,76.1,20.2,70,24.2
45231-3B400,81.1,0.656,1.7,187.8,708.5,93,76.1,20.2,71,24.6
45231-3B400,81.2,0.667,1.68,187.9,709.4,94,76.2,20.2,72,23.6
45231-3B400,81,0.678,1.673,187.6,709.8,93,76.2,20.2,71,23.5
45231-3B400,81,0.662,1.67,186.7,709.9,93,76.1,20.2,70,24.3
45231-3B400,81,0.657,1.675,187.4,709.3,92,76.1,20.2,66,24.2
45231-3B400,81,0.664,1.689,187.6,709.1,93,76.1,20.2,69,24.2
45231-3B400,81.1,0.664,1.689,187.1,709.6,93,76.3,20.2,70,24.2
45231-3B400,81.2,0.66,1.686,186.1,709.7,93,76.2,20.2,73,25.1
45231-3B400,81.2,0.667,1.69,186.7,710.2,93,76.2,20.2,70,24
45231-3B400,81.1,0.669,1.699,185.7,709.7,93,76.2,20.2,70,25.5
45231-3B400,81.1,0.656,1.696,188.5,708.1,93,76.3,20.2,71,24.3
45231-3B400,81,0.665,1.69,185.6,709.9,93,76.3,20.2,66,25.4
45231-3B400,81.1,0.665,1.686,185.2,710.1,93,76.3,20.2,67,25.6
45231-3B400,81.1,0.674,1.699,185.7,709.6,93,76.3,20.2,65,25.6
45231-3B400,80.9,0.669,1.69,187.3,709.2,93,76.3,20.2,69,24.4
45231-3B400,81.1,0.668,1.688,185.5,710.1,93,76.3,20.2,70,25.3
45231-3B400,81.1,0.656,1.694,187.5,708.6,93,76.3,20.2,69,24.8
45231-3B400,81.1,0.668,1.702,186.2,709.1,93,76.3,20.2,72,25.6
45231-3B400,80.9,0.664,1.7,186.7,709.6,93,76.2,20.2,67,24.6
45231-3B400,80.9,0.678,1.705,187.5,709.1,94,76.4,20.2,68,24.3
45231-3B400,80.9,0.668,1.707,186.6,708.9,93,76.3,20.2,68,25.4
45231-3B400,80.9,0.672,1.713,186.3,709,93,76.4,20.2,66,25.6
45231-3B400,81.2,0.656,1.7,186.3,709.4,93,76.4,20.2,70,25.2
45231-3B400,81.2,0.678,1.703,186.9,710.1,93,76.4,20.2,68,23.9
45231-3B400,81.1,0.66,1.678,188.5,708.7,93,76.5,20.2,74,23.7
45231-3B400,81.1,0.663,1.701,186.1,709.3,93,76.4,20.2,71,25.5
45231-3B400,81,0.673,1.697,186,709.6,94,76.3,20.2,70,25.3
45231-3B400,81.1,0.655,1.705,186.7,709.1,93,76.3,20.2,69,25.1
45231-3B400,81.2,0.665,1.71,186.9,708.9,93,76.3,20.2,65,25.1
45231-3B400,80.9,0.664,1.712,187.1,709.2,93,76.3,20.2,68,24.6
45231-3B400,81.1,0.664,1.704,186.4,709.7,93,76.4,20.2,69,24.8
45231-3B400,81.2,0.662,1.701,186.3,709.6,94,76.4,20.2,68,25
45231-3B400,81,0.662,1.695,187.1,709.2,92,76.3,20.2,71,24.6
45231-3B400,81.1,0.66,1.706,187.3,708.4,93,76.4,20.2,69,25.2
45231-3B400,81,0.673,1.709,186.1,708.8,93,76.2,20.2,67,26
45231-3B400,81.1,0.652,1.701,187.7,708.5,93,76.4,20.2,70,24.7
45231-3B400,81,0.669,1.701,186.8,709.7,94,76.4,20.2,67,24.4
45231-3B400,81,0.67,1.705,185.4,709.5,93,76.4,20.2,71,26
45231-3B400,80.9,0.661,1.706,185.3,709.6,93,76.4,20.2,71,26
45231-3B400,81,0.662,1.706,185.9,709.8,93,76.5,20.2,71,25.2
45231-3B400,81,0.667,1.717,185.1,709.6,93,76.3,20.2,73,26.2
45231-3B400,80.9,0.673,1.708,186.5,708.5,93,76.3,20.2,70,25.9
45231-3B400,80.9,0.667,1.695,188,708.1,93,76.4,20.2,69,24.8
45231-3B400,80.9,0.672,1.706,185.6,709.8,92,76.5,20.2,73,25.5
45231-3B400,80.8,0.665,1.7,185.8,709.9,93,76.3,20.2,68,25.2
45231-3B400,81,0.662,1.714,186,709.5,93,76.5,20.2,72,25.4
45231-3B400,81.2,0.66,1.7,186.8,708.6,93,76.5,20.2,68,25.5
45231-3B400,81,0.672,1.712,186.6,708.8,92,76.5,20.2,72,25.5
45231-3B400,81.1,0.672,1.713,187.7,709.2,93,76.4,20.2,67,24
45231-3B400,81,0.662,1.71,187.1,708.7,93,76.5,20.2,68,25.1
45231-3B400,81,0.663,1.703,186,709,93,76.5,20.2,67,25.9
45231-3B400,81,0.68,1.705,187.7,709.6,94,76.4,20.2,70,23.6
45231-3B400,81,0.665,1.71,187,708.9,92,76.5,20.2,74,25
45231-3B400,81,0.653,1.703,184.9,709.6,92,76.4,20.2,68,26.4
45231-3B400,81,0.659,1.696,187.4,708.8,93,76.4,20.2,68,24.7
45231-3B400,81.2,0.656,1.697,187.1,708.5,94,76.5,20.2,70,25.3
45231-3B400,81.3,0.654,1.7,187.7,708.5,93,76.4,20.2,67,24.7
45231-3B400,81.1,0.663,1.69,187.4,708.7,93,76.5,20.2,68,24.8
45231-3B400,81.1,0.666,1.707,187,709.8,93,76.6,20.2,73,24.1
45231-3B400,81.2,0.673,1.712,185.9,709.9,93,76.3,20.2,67,25.1
45231-3B400,81.2,0.671,1.694,188.6,708.8,93,76.5,20.2,69,23.5
45231-3B400,81.1,0.659,1.696,186.2,709.4,93,76.5,20.2,71,25.3
45231-3B400,81.1,0.667,1.699,187,709.1,92,76.4,20.2,67,24.8
45231-3B400,81.2,0.674,1.706,187.1,709.3,92,76.4,20.2,66,24.5
45231-3B400,81,0.67,1.689,185.5,710.1,92,76.4,20.2,70,25.3
45231-3B400,81,0.674,1.678,184.4,710.5,93,76.5,20.2,65,26
45231-3B400,81.1,0.664,1.682,186.7,708.7,92,76.4,20.2,68,25.5
45231-3B400,81,0.667,1.682,186,709.8,93,76.3,20.2,69,25.1
45231-3B400,81,0.668,1.675,186.4,709.7,93,76.5,20.2,70,24.8
45231-3B400,81,0.656,1.685,187.6,709.1,93,76.6,20.2,70,24.2
45231-3B400,80.9,0.665,1.682,188.1,708.9,93,76.3,20.2,74,23.9
45231-3B400,81,0.656,1.685,187.2,708.9,93,76.5,20.2,70,24.8
45231-3B400,81,0.663,1.689,187.7,709.6,93,76.5,20.2,70,23.6
45231-3B400,81,0.662,1.689,185.6,709.1,93,76.5,20.2,69,26.2
45231-3B400,81,0.66,1.688,188,709.9,93,76.3,20.2,72,23
45231-3B400,81.1,0.66,1.676,186.6,709.7,93,76.3,20.2,68,24.6
45231-3B400,81.2,0.671,1.681,186.1,710.1,92,76.4,20.2,70,24.7
45231-3B400,81.1,0.671,1.672,187.1,709.9,92,76.3,20.2,67,23.9
45231-3B400,81.1,0.665,1.683,184.8,710.2,93,76.4,20.2,65,25.9
45231-3B400,81,0.673,1.682,188.6,708.4,93,76.5,20.2,69,23.9
45231-3B400,80.8,0.663,1.696,185.4,709.6,93,76.5,20.2,64,25.9
45231-3B400,81.1,0.663,1.688,186.7,709.6,93,76.3,20.2,65,24.6
45231-3B400,81,0.673,1.678,186.9,709.9,93,76.4,20.2,71,24.1
45231-3B400,81,0.668,1.675,187.1,709.6,93,76.5,20.2,70,24.2
45231-3B400,81,0.664,1.674,187.1,708.2,93,76.5,20.2,70,25.6
45231-3B400,81,0.668,1.679,187.4,709.6,93,76.4,20.2,71,23.9
45231-3B400,81,0.661,1.668,185.6,709.6,93,76.4,20.2,70,25.7
45231-3B400,80.8,0.673,1.676,184.4,710.2,93,76.4,20.2,69,26.3
45231-3B400,80.6,0.663,1.672,186.1,709.7,93,76.4,20.2,70,25.1
45231-3B400,81,0.663,1.675,186.6,708.8,93,76.4,20.2,70,25.5
45231-3B400,81,0.665,1.68,186.2,710,93,76.5,20.2,72,24.7
45231-3B400,81,0.668,1.688,187.5,710.1,94,76.6,20.2,69,23.3
45231-3B400,81.2,0.665,1.685,186.1,710,93,76.6,20.2,72,24.8
45231-3B400,81.2,0.654,1.696,187.3,708.5,93,76.6,20.2,69,25.1
45231-3B400,81,0.663,1.702,187.7,709.6,93,76.6,20.2,72,23.6
45231-3B400,81.1,0.668,1.683,187.7,709.9,93,76.6,20.2,70,23.3
45231-3B400,81.1,0.665,1.674,187.2,709.6,93,76.4,20.2,68,24.1
45231-3B400,81.1,0.664,1.678,185.9,710.1,93,76.6,20.2,72,24.9
45231-3B400,81.1,0.654,1.686,187.5,708.8,93,76.6,20.2,70,24.6
45231-3B400,81,0.647,1.663,188.9,708.3,93,76.5,20.2,73,23.7
45231-3B400,81.1,0.659,1.686,187,708.6,93,76.6,20.2,66,25.3
45231-3B400,81.1,0.659,1.683,187,709.1,93,76.5,20.2,66,24.8
45231-3B400,80.8,0.662,1.68,187.6,709.5,94,76.5,20.2,72,23.8
45231-3B400,80.8,0.663,1.679,187.1,709.8,93,76.6,20.2,70,24
45231-3B400,80.7,0.658,1.685,188.3,708.7,93,76.6,20.2,74,23.9
45231-3B400,81,0.662,1.689,188.1,709.7,93,76.5,20.2,71,23.1
45231-3B400,81.1,0.657,1.689,188.3,708.3,92,76.6,20.2,65,24.3
45231-3B400,80.9,0.68,1.678,186.2,709.5,93,76.7,20.2,69,25.2
45231-3B400,81,0.652,1.682,187.3,709.1,93,76.6,20.2,70,24.5
45231-3B400,80.9,0.665,1.696,187.1,709.8,93,76.6,20.2,73,24
45231-3B400,80.9,0.664,1.697,186.6,709.8,93,76.6,20.2,70,24.5
45231-3B400,80.9,0.672,1.674,187.2,709.8,93,76.7,20.2,71,23.9
45231-3B400,80.8,0.661,1.682,188.1,709,93,76.6,20.2,72,23.8
45231-3B400,80.8,0.664,1.702,186.4,709.7,93,76.6,20.2,69,24.8
45231-3B400,81,0.656,1.701,189.1,708.3,93,76.5,20.2,70,23.5
45231-3B400,81,0.662,1.707,186.8,710,93,76.6,20.2,71,24.1
45231-3B400,80.8,0.668,1.701,186.5,709.9,92,76.5,20.2,71,24.5
45231-3B400,80.8,0.667,1.694,188.5,709.3,92,76.6,20.2,70,23.1
45231-3B400,81,0.663,1.702,186.8,709.9,92,76.5,20.2,74,24.2
45231-3B400,81,0.673,1.711,189.7,709.4,92,76.5,20.2,71,21.8
45231-3B400,81,0.661,1.701,188.6,709.5,93,76.3,20.2,67,22.8
45231-3B400,80.9,0.668,1.722,189.8,710,92,76.5,20.2,71,21.1
45231-3B400,81,0.66,1.698,189.1,708.8,93,76.5,20.2,70,23
45231-3B400,81.1,0.66,1.705,191.1,708.3,93,76.3,20.2,76,21.5
45231-3B400,81.5,0.664,1.71,192.2,708.6,93,76.1,20.2,85,20.1
45231-3B400,81.6,0.65,1.725,181.4,708.6,92,26.8,20.2,72,30.9
45231-3B400,81.6,0.466,1.733,188,709,92,30.2,20.2,72,33.6
45231-3B400,86.3,0.472,1.733,188,709,92,30.1,22.3,72,28.8
45231-3B400,81,0.664,1.733,188,709,93,76.9,20.2,72,23.9
45231-3B400,81.1,0.668,1.727,187.6,708.8,93,76.9,20.2,73,24.5
45231-3B400,81.1,0.667,1.739,186.5,709.2,93,76.9,20.2,73,25.2
45231-3B400,81.2,0.668,1.738,187.6,708.3,92,76.8,20.2,72,25
45231-3B400,81.2,0.671,1.732,188,708.3,93,76.9,20.2,71,24.6
45231-3B400,81,0.662,1.717,186.6,709.4,93,76.8,20.2,72,24.9
45231-3B400,81.1,0.664,1.732,187.5,708.7,93,76.8,20.2,74,24.7
45231-3B400,81,0.664,1.736,187.4,708.9,93,76.9,20.2,73,24.6
45231-3B400,81.1,0.661,1.728,187.2,709.3,93,76.9,20.2,68,24.4
45231-3B400,81.1,0.663,1.736,187,709,93,76.9,20.2,74,24.9
45231-3B400,81.1,0.654,1.724,187,708.8,94,76.6,20.2,75,25.1
45231-3B400,81,0.656,1.732,187.2,708.8,93,76.8,20.2,70,24.9
45231-3B400,81,0.664,1.735,187.7,708.4,93,76.8,20.2,74,24.8
45231-3B400,81,0.662,1.728,188.2,709,93,76.7,20.2,77,23.7
45231-3B400,81,0.653,1.753,187.9,708.1,93,76.9,20.2,75,24.9
45231-3B400,81,0.67,1.747,187.5,708.1,93,76.9,20.2,71,25.3
45231-3B400,81,0.651,1.728,187.6,708.2,93,77,20.2,83,25.1
45231-3B400,81,0.656,1.736,187.1,708.3,93,76.9,20.2,72,25.5
45231-3B400,81.1,0.661,1.741,188,708.3,93,76.9,20.2,70,24.6
45231-3B400,81,0.648,1.727,187.5,708.9,93,76.9,20.2,70,24.5
45231-3B400,81.2,0.661,1.741,187.6,708.6,93,76.9,20.2,72,24.7
45231-3B400,81.1,0.664,1.747,187.8,708.8,93,76.9,20.2,71,24.3
45231-3B400,81,0.654,1.747,187.7,708.1,93,76.9,20.2,72,25.1
45231-3B400,81.1,0.671,1.728,186.7,709.1,93,76.8,20.2,70,25.1
45231-3B400,81,0.661,1.739,188.9,708.4,93,76.8,20.2,73,23.6
45231-3B400,80.9,0.665,1.74,188.4,708.3,93,76.8,20.2,73,24.2
45231-3B400,80.9,0.652,1.739,187.8,708.1,92,76.9,20.2,73,25
45231-3B400,81.1,0.663,1.743,188.7,708.1,93,76.9,20.2,72,24.1
45231-3B400,81.1,0.659,1.754,186.4,709.2,93,76.7,20.2,72,25.3
45231-3B400,81.1,0.66,1.75,186.3,709.1,93,76.8,20.2,69,25.5
45231-3B400,80.5,0.653,1.736,189,707.6,93,76.9,20.2,73,24.3
45231-3B400,80.9,0.664,1.743,188,708.1,93,76.8,20.2,71,24.8
45231-3B400,81,0.659,1.746,188.1,708.1,93,76.9,20.2,72,24.7
45231-3B400,80.7,0.661,1.727,189.1,708.1,94,76.9,20.2,73,23.7
45231-3B400,81,0.652,1.74,186.8,707.8,93,76.9,20.2,71,26.3
45231-3B400,81,0.664,1.749,187,708.6,93,76.9,20.2,70,25.3
45231-3B400,80.9,0.648,1.739,186.5,708.1,93,76.9,20.2,69,26.3
45231-3B400,81,0.652,1.743,188.4,708.2,93,76.8,20.2,70,24.3
45231-3B400,81.1,0.653,1.741,187.4,707.7,92,77,20.2,73,25.8
45231-3B400,81.2,0.667,1.749,186.6,709.4,93,76.8,20.2,74,24.9
45231-3B400,81.1,0.661,1.744,187.3,708.8,93,76.7,20.2,70,24.8
45231-3B400,81.1,0.66,1.739,188.2,708.8,93,76.7,20.2,72,23.9
45231-3B400,81.1,0.65,1.754,186.9,708.7,93,76.9,20.2,72,25.3
45231-3B400,81.1,0.664,1.732,187.5,708.8,93,76.7,20.2,72,24.6
45231-3B400,81.1,0.658,1.754,188.2,708.7,93,76.9,20.2,74,24
45231-3B400,81.2,0.654,1.736,186.5,708.9,93,76.9,20.2,68,25.5
45231-3B400,80.9,0.662,1.74,187.8,708.3,93,76.8,20.2,71,24.8
45231-3B400,81.2,0.664,1.731,187.1,708.6,93,76.8,20.2,69,25.2
45231-3B400,80.9,0.661,1.744,187.9,708.1,93,76.7,20.2,70,24.9
45231-3B400,81,0.659,1.74,187.7,708.8,93,76.9,20.2,70,24.4
45231-3B400,81,0.663,1.742,189.3,708.3,93,77,20.2,75,23.3
45231-3B400,80.9,0.657,1.737,186.8,708.3,93,76.8,20.2,70,25.8
45231-3B400,81,0.66,1.734,188.2,709,92,76.8,20.2,70,23.7
45231-3B400,80.7,0.672,1.738,188.4,708.4,93,76.8,20.2,73,24.1
45231-3B400,80.9,0.66,1.753,187.8,708.4,93,76.9,20.2,72,24.7
45231-3B400,81.1,0.657,1.723,186.8,708.3,93,76.9,20.2,73,25.8
45231-3B400,81.2,0.654,1.714,185.9,709.8,92,76.8,20.2,69,25.2
45231-3B400,81.1,0.649,1.731,187.2,708.6,92,76.7,20.2,71,25.1
45231-3B400,81.1,0.666,1.716,187.9,709.2,92,76.6,20.2,73,23.8
45231-3B400,81.1,0.654,1.732,187.1,708.7,93,76.8,20.2,73,25.1
45231-3B400,81.2,0.662,1.719,185.7,709.8,93,76.8,20.2,70,25.4
45231-3B400,81.1,0.656,1.707,187,708.5,93,76.9,20.2,75,25.4
45231-3B400,81.1,0.668,1.733,185.1,710,92,76.7,20.2,72,25.8
45231-3B400,81.1,0.657,1.727,186.6,709.4,93,76.7,20.2,73,24.9
45231-3B400,81.1,0.66,1.715,186.7,708.7,93,76.7,20.2,65,25.5
45231-3B400,81.2,0.654,1.713,187,708.3,93,76.7,20.2,70,25.6
45231-3B400,81.2,0.67,1.712,186.8,708.8,93,76.6,20.2,66,25.3
45231-3B400,81.1,0.662,1.718,187.3,709.1,92,76.6,20.2,66,24.5
45231-3B400,81.1,0.668,1.73,186.7,708.9,93,76.6,20.2,68,25.3
45231-3B400,81.1,0.661,1.733,188,708.1,93,76.6,20.2,68,24.8
45231-3B400,81.1,0.662,1.707,186.6,709,92,76.6,20.2,70,25.3
45231-3B400,81.2,0.664,1.717,186.9,708.8,93,76.6,20.2,69,25.2
45231-3B400,81.1,0.658,1.701,188.3,708,94,76.5,20.2,73,24.6
45231-3B400,81.1,0.667,1.704,189.1,708.3,93,76.5,20.2,70,23.5
45231-3B400,81.1,0.668,1.693,187,708.9,93,76.5,20.2,70,25
45231-3B400,81.1,0.657,1.71,187.3,709.1,93,76.5,20.2,68,24.5
45231-3B400,81.1,0.663,1.675,185.8,709.1,93,76.6,20.2,71,26
45231-3B400,80.9,0.656,1.699,187.9,708.4,93,76.6,20.2,70,24.6
45231-3B400,81.1,0.663,1.715,187.6,709.5,92,76.5,20.2,67,23.8
45231-3B400,81.1,0.654,1.679,189,708.2,93,76.6,20.2,70,23.7
45231-3B400,81.1,0.653,1.725,189.2,707.9,93,76.5,20.2,68,23.8
45231-3B400,81.3,0.662,1.717,187.8,709.7,92,76.5,20.2,70,23.4
45231-3B400,81.2,0.659,1.711,187.7,708.6,93,76.6,20.2,68,24.6
45231-3B400,81.1,0.66,1.735,188.5,709.1,93,76.6,20.2,69,23.3
45231-3B400,81,0.662,1.722,188.3,708.3,93,76.6,20.2,74,24.3
45231-3B400,81.1,0.663,1.713,187.7,708.5,93,76.6,20.2,71,24.7
45231-3B400,81.1,0.651,1.725,188.5,707.6,93,76.5,20.2,70,24.8
45231-3B400,81,0.665,1.728,185.9,709.9,93,76.4,20.2,71,25.1
45231-3B400,81,0.658,1.716,187.8,708.4,92,76.6,20.2,68,24.7
45231-3B400,81.1,0.663,1.707,186.4,709.1,92,76.6,20.2,68,25.4
45231-3B400,81.1,0.657,1.719,186.9,707.6,93,76.6,20.2,70,26.4
45231-3B400,81.3,0.668,1.718,187.7,708.7,93,76.6,20.2,72,24.5
45231-3B400,81.2,0.651,1.725,186.8,708.4,93,76.6,20.2,72,25.7
45231-3B400,81.2,0.657,1.715,187.9,707.9,92,76.6,20.2,72,25.1
45231-3B400,81.1,0.664,1.707,186.6,708.1,93,76.6,20.2,68,26.2
45231-3B400,81.1,0.661,1.712,185.8,708.8,92,76.5,20.2,70,26.3
45231-3B400,81.1,0.66,1.701,187.4,708.6,92,76.6,20.2,68,24.9
45231-3B400,81,0.663,1.723,186.1,708.7,93,76.5,20.2,71,26.1
45231-3B400,81,0.663,1.71,186.7,708.9,92,76.5,20.2,69,25.3
45231-3B400,81,0.664,1.718,187.8,708,93,76.5,20.2,72,25.1
45231-3B400,81,0.653,1.689,186.4,709.1,93,76.3,20.2,72,25.4
45231-3B400,81.2,0.655,1.685,187.1,708.6,92,76.6,20.2,70,25.2
45231-3B400,80.5,0.659,1.701,187.1,709.1,93,76.3,20.2,69,24.7
45231-3B400,81.1,0.664,1.703,185,708.8,92,76.4,20.2,69,27.1
45231-3B400,81.1,0.659,1.705,187,708.1,92,76.5,20.2,75,25.8
45231-3B400,81.2,0.649,1.704,188.2,708.6,93,76.4,20.2,73,24.1
45231-3B400,80.8,0.668,1.702,187.6,708.5,93,76.4,20.2,71,24.8
45231-3B400,81.1,0.658,1.695,187.3,708.3,93,76.3,20.2,68,25.3
45231-3B400,81,0.665,1.705,186.7,709.7,93,76.4,20.2,71,24.5
45231-3B400,81,0.66,1.698,187.5,708.8,92,76.3,20.2,70,24.6
45231-3B400,81.2,0.656,1.696,187,708.8,93,76.3,20.2,70,25.1
45231-3B400,81.1,0.668,1.699,186.5,708.6,93,76.4,20.2,70,25.8
45231-3B400,81.1,0.663,1.703,185.3,710,92,76.3,20.2,70,25.6
45231-3B400,81.2,0.671,1.696,185,709.4,92,76.2,20.2,70,26.5
45231-3B400,81.1,0.658,1.692,187.3,709.1,93,76.3,20.2,71,24.5
45231-3B400,81.1,0.657,1.712,187.1,708.8,93,76.2,20.2,67,25
45231-3B400,81.2,0.668,1.703,185.5,709.8,93,76.2,20.2,68,25.6
45231-3B400,81.1,0.659,1.713,186.4,708.6,92,76.3,20.2,74,25.9
45231-3B400,81,0.661,1.706,188.8,708.4,92,76.3,20.2,75,23.7
45231-3B400,81.1,0.658,1.722,186.5,708.5,92,76.4,20.2,64,25.9
45231-3B400,81.1,0.66,1.693,186,708.8,93,76.3,20.2,65,26.1
45231-3B400,81.1,0.656,1.696,186.1,708.5,92,76.5,20.2,66,26.3
45231-3B400,81.2,0.658,1.693,186.7,708.5,93,76.5,20.2,67,25.7
45231-3B400,81.1,0.664,1.683,188,708.3,92,76.2,20.2,69,24.6
45231-3B400,81.1,0.662,1.693,187.3,708.3,93,76.3,20.2,68,25.3
45231-3B400,81.1,0.669,1.688,187.1,709.3,93,76.3,20.2,69,24.5
45231-3B400,81.1,0.658,1.682,188.8,708.5,93,76.3,20.2,68,23.6
45231-3B400,81,0.662,1.68,187.4,709,92,76.3,20.2,66,24.5
45231-3B400,81.1,0.663,1.696,185.7,709.7,92,76.2,20.2,64,25.5
45231-3B400,81,0.663,1.689,189,708.8,93,76.4,20.2,67,23.1
45231-3B400,81.1,0.652,1.681,189.1,708.4,92,76.3,20.2,72,23.4
45231-3B400,81.1,0.662,1.671,189.7,708.7,93,76.3,20.2,68,22.5
45231-3B400,81.1,0.658,1.674,187,709.2,93,76.2,20.2,65,24.7
45231-3B400,81.2,0.67,1.669,186.6,710.7,93,76.1,20.2,67,23.6
